138	−	138:   	−    	13, 53, 93, 133, 176, 216, 256, 296, 336, 376, 416, 456, 497, 537, 907, 947, 987, 1027, 1070, 1110, 1150, 1190, 1230, 1270, 1310, 1350, 1391, 1431	679, 719, 759, 799, 1471, 1511, 1592, 1632, 1672, 1712	577, 617, 698, 738, 778, 818, 1570, 1610, 1650, 1690
139	−	139:   	−    	13, 53, 93, 133, 176, 216, 256, 296, 336, 376, 416, 456, 497, 537, 907, 947, 987, 1027, 1070, 1110, 1150, 1190, 1230, 1270, 1310, 1350, 1391, 1431, 1818, 1858, 1898, 1938	679, 719, 759, 799, 1471, 1511, 1592, 1632, 1672, 1712	577, 617, 698, 738, 778, 818, 1570, 1610, 1650, 1690
140	−	140:   	−    	13, 53, 93, 133, 176, 216, 256, 296, 336, 376, 416, 456, 497, 537, 907, 947, 987, 1027, 1070, 1110, 1150, 1190, 1230, 1270, 1310, 1350, 1391, 1431, 1818, 1858, 1898, 1938	679, 719, 759, 799, 1471, 1511, 1592, 1632, 1672, 1712, 1978, 2018, 2058, 2098	577, 617, 698, 738, 778, 818, 1570, 1610, 1650, 1690
141	−	141:   	−    	13, 53, 93, 133, 176, 216, 256, 296, 336, 376, 416, 456, 497, 537, 907, 947, 987, 1027, 1070, 1110, 1150, 1190, 1230, 1270, 1310, 1350, 1391, 1431, 1818, 1858, 1898, 1938, 1978, 2018, 2058, 2098	679, 719, 759, 799, 1471, 1511, 1592, 1632, 1672, 1712, 2138, 2178, 2218, 2258	577, 617, 698, 738, 778, 818, 1570, 1610, 1650, 1690
142	−	142:   	−    	13, 53, 93, 133, 176, 216, 256, 296, 336, 376, 416, 456, 497, 537, 907, 947, 987, 1027, 1070, 1110, 1150, 1190, 1230, 1270, 1310, 1350, 1391, 1431, 1818, 1858, 1898, 1938, 1978, 2018, 2058, 2098, 2138, 2178, 2218, 2258	679, 719, 759, 799, 1471, 1511, 1592, 1632, 1672, 1712	577, 617, 698, 738, 778, 818, 1570, 1610, 1650, 1690
143	−	143:   	−    	13, 53, 93, 133, 176, 216, 256, 296, 336, 376, 416, 456, 497, 537, 907, 947, 987, 1027, 1070, 1110, 1150, 1190, 1230, 1270, 1310, 1350, 1391, 1431, 1818, 1858, 1898, 1938, 1978, 2018, 2058, 2098, 2138, 2178, 2218, 2258, 2298, 2338, 2378, 2418	679, 719, 759, 799, 1471, 1511, 1592, 1632, 1672, 1712	577, 617, 698, 738, 778, 818, 1570, 1610, 1650, 1690
144	−	144:   	−    	13, 53, 93, 133, 176, 216, 256, 296, 336, 376, 416, 456, 497, 537, 907, 947, 987, 1027, 1070, 1110, 1150, 1190, 1230, 1270, 1310, 1350, 1391, 1431, 1818, 1858, 1898, 1938, 1978, 2018, 2058, 2098, 2138, 2178, 2218, 2258, 2298, 2338, 2378, 2418	679, 719, 759, 799, 1471, 1511, 1592, 1632, 1672, 1712, 2544, 2584	577, 617, 698, 738, 778, 818, 1570, 1610, 1650, 1690, 2563, 2603
145	−	145:   	−    	13, 53, 93, 133, 176, 216, 256, 296, 336, 376, 416, 456, 497, 537, 907, 947, 987, 1027, 1070, 1110, 1150, 1190, 1230, 1270, 1310, 1350, 1391, 1431, 1818, 1858, 1898, 1938, 1978, 2018, 2058, 2098, 2138, 2178, 2218, 2258, 2298, 2338, 2378, 2418	679, 719, 759, 799, 1471, 1511, 1592, 1632, 1672, 1712, 2544, 2584, 2709, 2749	577, 617, 698, 738, 778, 818, 1570, 1610, 1650, 1690, 2563, 2603
146	−	146:   	−    	13, 53, 93, 133, 176, 216, 256, 296, 336, 376, 416, 456, 497, 537, 907, 947, 987, 1027, 1070, 1110, 1150, 1190, 1230, 1270, 1310, 1350, 1391, 1431, 1818, 1858, 1898, 1938, 1978, 2018, 2058, 2098, 2138, 2178, 2218, 2258, 2298, 2338, 2378, 2418, 2709, 2749	679, 719, 759, 799, 1471, 1511, 1592, 1632, 1672, 1712, 2544, 2584, 2789, 2829, 2869, 2909	577, 617, 698, 738, 778, 818, 1570, 1610, 1650, 1690, 2563, 2603
147	−	147:   	−    	13, 53, 93, 133, 176, 216, 256, 296, 336, 376, 416, 456, 497, 537, 907, 947, 987, 1027, 1070, 1110, 1150, 1190, 1230, 1270, 1310, 1350, 1391, 1431, 1818, 1858, 1898, 1938, 1978, 2018, 2058, 2098, 2138, 2178, 2218, 2258, 2298, 2338, 2378, 2418, 2709, 2749, 2789, 2829, 2869, 2909	679, 719, 759, 799, 1471, 1511, 1592, 1632, 1672, 1712, 2544, 2584	577, 617, 698, 738, 778, 818, 1570, 1610, 1650, 1690, 2563, 2603
148	−	148:   	−    	13, 53, 93, 133, 176, 216, 256, 296, 336, 376, 416, 456, 497, 537, 907, 947, 987, 1027, 1070, 1110, 1150, 1190, 1230, 1270, 1310, 1350, 1391, 1431, 1818, 1858, 1898, 1938, 1978, 2018, 2058, 2098, 2138, 2178, 2218, 2258, 2298, 2338, 2378, 2418, 2709, 2749, 2789, 2829, 2869, 2909, 2949, 2989, 3029, 3069	679, 719, 759, 799, 1471, 1511, 1592, 1632, 1672, 1712, 2544, 2584	577, 617, 698, 738, 778, 818, 1570, 1610, 1650, 1690, 2563, 2603
149	−	926:   	T    	13, 53, 93, 133, 176, 216, 256, 296, 336, 376, 416, 456, 497, 537, 907, 947, 987, 1027, 1070, 1110, 1150, 1190, 1230, 1270, 1310, 1350, 1391, 1431, 1818, 1858, 1898, 1938, 1978, 2018, 2058, 2098, 2138, 2178, 2218, 2258, 2298, 2338, 2378, 2418, 2709, 2749, 2789, 2829, 2869, 2909, 2949, 2989, 3029, 3069, 3109, 3149, 3189, 3229	679, 719, 759, 799, 1471, 1511, 1592, 1632, 1672, 1712, 2544, 2584	577, 617, 698, 738, 778, 818, 1570, 1610, 1650, 1690, 2563, 2603
927	−	970:   	−    	−	−	−
971	−	971:   	−    	463	1	−
