LHC beam energy and intensities during run 349693:
(Begin/end of run: Mon May 07 2018 18:15:12 − Tue May 08, 06:41:52)

LB	   Start time
(CEST)	   Duration
(sec)	   Beam energy
(GeV)	   Intensity Beam-1
(1e11 protons)	   Intensity Beam-2
(1e11 protons)
1	18:15:12	60.12	450	0	0
2	18:16:12	60.11	450	0	0
3	18:17:13	60.12	449	0	0
4	18:18:13	60.12	450	0	0
5	18:19:13	55.02	450	0	0
6	18:20:08	10.11	450	0	0
7	18:20:18	17.01	450	0	0
8	18:20:35	10.39	450	0	0
9	18:20:45	60.34	450	0	0
10	18:21:46	60.13	450	0	0
11	18:22:46	60.39	450	0	0
12	18:23:46	60.12	450	0	0
13	18:24:46	60.37	450	0	0
14	18:25:47	60.11	449	0	0
15	18:26:47	60.12	450	0	0
16	18:27:47	60.15	450	0	0
17	18:28:47	60.13	450	0	0
18	18:29:47	60.12	450	0	0
19	18:30:47	60.19	450	0	0
20	18:31:48	60.11	450	0	0
21	18:32:48	60.11	450	0	0
22	18:33:48	60.13	450	0	0
23	18:34:48	60.14	450	0	0
24	18:35:48	60.13	450	0	0
25	18:36:48	60.13	450	0	0
26	18:37:48	60.15	450	0	0
27	18:38:48	60.36	449	0	0
28	18:39:49	60.12	450	0	0
29	18:40:49	60.11	450	0	0
30	18:41:49	60.13	450	0	0
31	18:42:49	60.15	450	0	0
32	18:43:49	60.11	450	0	0
33	18:44:49	60.12	450	0	0
34	18:45:49	60.12	450	0	0
35	18:46:50	60.17	450	0	0
36	18:47:50	60.11	450	0	0
37	18:48:50	60.13	450	0	0
38	18:49:50	60.12	449	0	0
39	18:50:50	60.16	450	0	0
40	18:51:50	60.16	450	0	0
41	18:52:50	60.13	450	0	0
42	18:53:51	60.10	450	0	0
43	18:54:51	60.14	450	0	0
44	18:55:51	60.12	450	0	0
45	18:56:51	60.12	450	0	0
46	18:57:51	60.14	450	0	0
47	18:58:51	60.11	450	0	0
48	18:59:51	60.13	450	0	0
49	19:00:51	60.14	450	0	0
50	19:01:52	60.11	450	0	0
51	19:02:52	60.12	450	0	0
52	19:03:52	60.13	450	0	0
53	19:04:52	60.12	450	0	0
54	19:05:52	60.11	450	0	0
55	19:06:52	60.12	450	0	0
56	19:07:52	60.10	450	0	0
57	19:08:52	60.11	450	0	0
58	19:09:53	60.12	450	0	0
59	19:10:53	60.12	450	0	0
60	19:11:53	60.16	450	0	0
61	19:12:53	60.11	450	0	0
62	19:13:53	60.35	450	0	0
63	19:14:53	60.18	450	0	0
64	19:15:54	60.12	450	0	0
65	19:16:54	60.16	450	0	0
66	19:17:54	60.10	450	0	0
67	19:18:54	60.14	450	0	0
68	19:19:54	60.15	450	0	0
69	19:20:54	60.13	450	0	0
70	19:21:54	60.15	450	0	0
71	19:22:55	60.14	450	0	0
72	19:23:55	10.27	450	0	0
73	19:24:05	60.11	450	0	0
74	19:25:05	60.16	449	0	0
75	19:26:05	60.14	450	0	0
76	19:27:05	60.13	450	0	0
77	19:28:05	60.11	450	0	0
78	19:29:06	60.12	450	0	0
79	19:30:06	60.12	450	0	0
80	19:31:06	60.13	450	0	0
81	19:32:06	60.12	450	0	0
82	19:33:06	60.11	450	0	0
83	19:34:06	60.12	450	0	0
84	19:35:06	60.12	450	0.05668	0
85	19:36:06	60.14	450	0.07193	0
86	19:37:07	60.11	450	0.07139	0.04745
87	19:38:07	60.12	450	0.07101	0.08148
88	19:39:07	60.16	450	0.07076	0.08022
89	19:40:07	60.12	450	0.07059	0.07955
90	19:41:07	60.14	450	0.07044	0.07906
91	19:42:07	60.11	450	0.07029	0.07858
92	19:43:07	60.11	450	0.02607	0.02908
93	19:44:07	60.12	450	0.01388	0
94	19:45:08	60.10	450	0.07881	0.03721
95	19:46:08	60.12	450	0.07811	0.08218
96	19:47:08	60.11	450	0.07752	0.08095
97	19:48:08	60.13	450	0.07734	0.08085
98	19:49:08	60.13	450	0.07733	0.08083
99	19:50:08	60.15	450	0.0773	0.08082
100	19:51:08	60.11	450	0.07456	0.07909
101	19:52:08	60.11	450	0.07041	0.07609
102	19:53:08	60.17	450	0.06795	0.07383
103	19:54:09	60.10	450	0.06521	0.07181
104	19:55:09	60.11	450	10.08	0.06994
105	19:56:09	60.12	450	13.89	13.79
106	19:57:09	60.16	450	6.849	6.95
107	19:58:09	60.13	449	0	0
