LHC beam energy and intensities during run 327582:
(Begin/end of run: Thu Jun 22 2017 19:51:21 − Fri Jun 23, 06:35:42)

LB	   Start time
(CEST)	   Duration
(sec)	   Beam energy
(GeV)	   Intensity Beam-1
(1e11 protons)	   Intensity Beam-2
(1e11 protons)
1	19:51:21	60.11	449	0.05775	0.06154
2	19:52:21	59.32	450	0.05768	0.06149
3	19:53:21	20.43	450	0.05764	0.06145
4	19:53:41	60.27	450	0.05759	0.06141
5	19:54:41	60.12	450	0.05752	0.06133
6	19:55:41	60.12	450	0.05734	0.06023
7	19:56:42	60.11	450	0.05694	0.05895
8	19:57:42	60.12	449	0.05653	0.05803
9	19:58:42	60.11	449	0.05614	0.05733
10	19:59:42	60.11	450	0.0558	0.05677
11	20:00:42	60.12	450	0.0555	0.05633
12	20:01:42	60.12	450	0.05523	0.05595
13	20:02:42	60.13	450	0.05497	0.05562
14	20:03:42	60.11	450	0.05473	0.05533
15	20:04:43	60.12	450	0.0545	0.05506
16	20:05:43	60.11	450	9.278	1.284
17	20:06:43	60.11	450	11.72	11.32
18	20:07:43	60.12	450	11.72	11.31
19	20:08:43	60.12	450	11.71	11.3
20	20:09:43	60.11	450	11.7	11.29
21	20:10:43	60.12	450	11.69	11.28
22	20:11:43	60.11	449	11.69	11.27
23	20:12:43	60.12	449	11.68	11.26
24	20:13:44	60.13	449	11.67	11.25
25	20:14:44	60.10	450	11.67	11.25
26	20:15:44	60.11	450	11.66	11.24
27	20:16:44	60.11	450	11.66	11.23
28	20:17:44	60.11	450	11.65	11.22
29	20:18:44	60.10	450	11.64	11.22
30	20:19:44	60.08	449	11.64	11.21
31	20:20:44	60.07	450	11.63	11.21
32	20:21:44	60.11	450	11.63	11.2
33	20:22:45	60.11	450	11.63	11.19
34	20:23:45	60.12	450	11.62	11.19
35	20:24:45	60.11	450	11.62	11.18
36	20:25:45	60.12	450	11.61	11.18
37	20:26:45	60.10	450	0.6858	0.6601
38	20:27:45	60.11	449	0	0
39	20:28:45	60.12	450	0.0128	0
40	20:29:45	60.11	450	0.0611	0.03352
41	20:30:45	60.12	450	0.06104	0.06315
42	20:31:46	60.11	450	0.06096	0.06307
43	20:32:46	60.11	450	0.0609	0.063
44	20:33:46	60.11	450	0.06083	0.06287
45	20:34:46	60.11	449	6.914	0.06134
46	20:35:46	60.12	450	11.43	10.81
47	20:36:46	60.12	450	11.42	11.77
48	20:37:46	60.11	450	11.42	11.76
49	20:38:46	60.12	450	11.41	11.75
50	20:39:46	60.12	450	11.4	11.75
51	20:40:47	60.12	450	11.4	11.74
52	20:41:47	60.11	450	149.8	35.1
53	20:42:47	60.13	450	180.6	180.1
54	20:43:47	60.12	450	328.2	180.1
55	20:44:47	60.11	450	517.5	251.3
56	20:45:47	60.12	450	557.7	358.9
57	20:46:47	60.12	450	571.2	537.7
58	20:47:47	60.12	450	575	690.6
59	20:48:47	60.12	450	742.2	797.7
60	20:49:48	60.11	450	854.4	908.4
61	20:50:48	60.10	450	962.4	1076
62	20:51:48	60.12	450	1078	1186
63	20:52:48	60.11	450	1238	1248
64	20:53:48	60.11	450	1245	1248
65	20:54:48	60.13	450	1258	1247
66	20:55:48	60.12	450	1297	1277
67	20:56:48	60.11	450	1445	1335
