Online luminosity [algorithm: ATLAS_PREFERRED] per LB for run 271744:
(Begin/end of run: Thu Jul 16 2015 02:51:31 − 07:23:27)

LB	Start time
(CEST)	Duration
(sec)	Inst. luminosity
(1e30 cm−2s−1)	Int. luminosity
(nb−1)	Cumul. luminosity
(nb−1)	  <μ>  	Stable beams
1	02:51:31	60.11	0.04487	0.002698	0.002698	0.00145	−
2	02:52:31	12.51	0.2588	0.003239	0.005936	0.00837	−
3	02:52:44	17.68	0.04396	0.0007773	0.006713	0.00142	−
4	02:53:02	60.09	0.04429	0.002661	0.009375	0.00143	−
5	02:54:02	60.12	0.04401	0.002646	0.01202	0.00142	−
6	02:55:02	60.06	0.04407	0.002647	0.01467	0.00143	−
7	02:56:02	60.06	0.04415	0.002652	0.01732	0.00123	−
8	02:57:02	60.08	0.04437	0.002665	0.01998	0.00123	−
9	02:58:02	60.31	0.04406	0.002657	0.02264	0.00122	−
10	02:59:02	60.11	0.04423	0.002659	0.0253	0.00123	−
11	03:00:02	60.08	0.04396	0.002641	0.02794	0.00122	−
12	03:01:02	60.07	0.04415	0.002652	0.03059	0.00123	−
13	03:02:03	60.09	0.04392	0.002639	0.03323	0.00122	−
14	03:03:03	38.37	0.04442	0.001705	0.03494	0.00123	−
15	03:03:41	60.11	0.04404	0.002647	0.03758	0.00122	−
16	03:04:41	60.06	0.04446	0.00267	0.04025	0.00124	−
17	03:05:41	60.09	0.04471	0.002686	0.04294	0.00124	−
18	03:06:41	38.80	0.04461	0.001731	0.04467	0.00124	−
19	03:07:20	60.21	0.04496	0.002707	0.04738	0.00125	−
20	03:08:20	60.30	0.04517	0.002724	0.0501	0.00126	−
21	03:09:21	60.08	0.04578	0.002751	0.05285	0.00127	−
22	03:10:21	36.94	0.02933	0.001083	0.05394	0.000815	−
23	03:10:58	60.10	0.02993	0.001799	0.05574	0.000832	−
24	03:11:58	60.20	0.02992	0.001801	0.05754	0.000831	−
25	03:12:58	60.08	0.03072	0.001845	0.05938	0.000854	−
26	03:13:58	60.06	0.0312	0.001874	0.06126	0.000867	−
27	03:14:58	60.07	0.03259	0.001958	0.06321	0.000906	−
28	03:15:58	60.21	0.03373	0.002031	0.06525	0.000937	−
29	03:16:58	60.29	0.03535	0.002131	0.06738	0.000982	−
30	03:17:59	60.11	0.03699	0.002223	0.0696	0.00103	−
31	03:18:59	60.07	0.03857	0.002317	0.07192	0.00107	−
32	03:19:59	60.07	0.04077	0.002449	0.07437	0.00113	−
33	03:20:59	60.30	0.04298	0.002592	0.07696	0.00119	−
34	03:21:59	20.98	0.04435	0.0009303	0.07789	0.00123	−
35	03:22:20	60.19	0.04433	0.002668	0.08056	0.00123	−
36	03:23:20	16.95	0.04467	0.000757	0.08131	0.00124	−
37	03:23:37	60.18	0.04475	0.002693	0.08401	0.00124	−
38	03:24:37	60.06	0.045	0.002703	0.08671	0.00125	−
39	03:25:37	60.12	0.04494	0.002701	0.08941	0.00125	−
40	03:26:38	60.12	0.04508	0.00271	0.09212	0.00125	−
41	03:27:38	60.30	0.04543	0.002739	0.09486	0.00126	−
42	03:28:38	60.08	0.0458	0.002751	0.09761	0.00127	−
43	03:29:38	60.09	0.0463	0.002782	0.1004	0.00129	−
44	03:30:38	60.07	0.04627	0.00278	0.1032	0.00129	−
45	03:31:38	60.08	0.04681	0.002812	0.106	0.0013	−
46	03:32:38	60.06	0.04695	0.00282	0.1088	0.0013	−
47	03:33:38	60.10	0.04708	0.00283	0.1116	0.00131	−
48	03:34:39	60.08	0.04721	0.002836	0.1145	0.00131	−
49	03:35:39	60.08	0.04699	0.002823	0.1173	0.00131	−
50	03:36:39	60.10	0.04712	0.002832	0.1201	0.00131	−
51	03:37:39	60.07	0.04683	0.002813	0.1229	0.0013	−
52	03:38:39	60.05	0.04702	0.002824	0.1258	0.00131	−
53	03:39:39	60.05	0.04723	0.002837	0.1286	0.00131	−
54	03:40:39	60.06	0.04732	0.002842	0.1314	0.00131	−
55	03:41:39	60.11	310.7	18.68	18.81	8.63	−
56	03:42:39	60.08	946.7	56.88	75.69	26.3	−
57	03:43:39	60.29	1024	61.74	137.4	28.5	−
