Online luminosity [algorithm: ATLAS_PREFERRED] per LB for run 349646:
(Begin/end of run: Mon May 07 2018 07:26:12 − 15:15:23)

LB	Start time
(CEST)	Duration
(sec)	Inst. luminosity
(1e30 cm−2s−1)	Int. luminosity
(nb−1)	Cumul. luminosity
(nb−1)	  <μ>  	Stable beams
1	07:26:12	60.38	0.1606	0.009696	0.009696	1.14	−
2	07:27:12	60.16	0.1608	0.009673	0.01937	1.14	−
3	07:28:12	60.13	0.1606	0.009656	0.02903	1.14	−
4	07:29:12	10.27	0.1601	0.001644	0.03067	1.14	−
5	07:29:23	10.27	0.1613	0.001656	0.03233	1.15	−
6	07:29:33	60.11	0.1605	0.009649	0.04197	1.14	−
7	07:30:33	18.63	0.1607	0.002994	0.04497	1.14	−
8	07:30:52	60.09	0.1607	0.009658	0.05463	1.14	−
9	07:31:52	60.13	0.1603	0.009639	0.06427	1.14	−
10	07:32:52	60.12	0.1604	0.009644	0.07391	1.14	−
11	07:33:52	60.14	0.1606	0.00966	0.08357	1.14	−
12	07:34:52	60.14	0.1603	0.009639	0.09321	1.14	−
13	07:35:52	60.11	0.1601	0.009627	0.1028	1.14	−
14	07:36:52	60.11	0.1601	0.009625	0.1125	1.14	−
15	07:37:52	60.15	0.1601	0.009631	0.1221	1.14	−
16	07:38:53	60.11	0.1605	0.009649	0.1317	1.14	−
17	07:39:53	60.10	0.1604	0.009644	0.1414	0.0118	−
18	07:40:53	60.12	0.1601	0.009626	0.151	0.0117	−
19	07:41:53	60.14	0.1607	0.009663	0.1607	0.0118	−
20	07:42:53	60.14	0.1603	0.009642	0.1703	0.00473	−
21	07:43:53	60.17	0.1602	0.009638	0.18	0.00473	−
22	07:44:53	60.15	0.1611	0.009687	0.1896	0.00475	−
23	07:45:53	60.14	0.161	0.009682	0.1993	0.00475	−
24	07:46:54	60.15	0.1612	0.009695	0.209	0.00299	−
25	07:47:54	60.16	0.1614	0.009711	0.2187	0.00217	−
26	07:48:54	60.12	0.1611	0.009688	0.2284	0.00184	−
